 ,Speed (mph),# Lane Points,% Observed
1/3/2024 7:20,71.30,5,100.00
1/3/2024 7:25,71.50,5,100.00
1/3/2024 7:30,71.70,5,100.00
1/3/2024 7:35,70.90,5,100.00
1/3/2024 7:40,70.20,5,100.00
1/3/2024 7:45,68.50,5,100.00
1/3/2024 7:50,66.20,5,100.00
1/3/2024 7:55,64.60,5,100.00
1/3/2024 8:00,64.80,5,100.00
1/3/2024 8:05,64.30,5,100.00
1/3/2024 8:10,59.50,5,100.00
1/3/2024 8:15,57.60,5,100.00
1/3/2024 8:20,55.70,5,100.00
1/3/2024 8:25,55.40,5,100.00
1/3/2024 8:30,56.40,5,100.00
1/3/2024 8:35,55.90,5,100.00
1/3/2024 8:40,55.60,5,100.00
1/3/2024 8:45,56.60,5,100.00
1/3/2024 8:50,58.30,5,100.00
1/3/2024 8:55,57.40,5,100.00
1/3/2024 9:00,58.40,5,100.00
1/3/2024 9:05,59.50,5,100.00
1/3/2024 9:10,59.20,5,100.00
1/3/2024 9:15,59.10,5,100.00
1/3/2024 9:20,59.80,5,100.00
1/3/2024 9:25,58.60,5,100.00
1/3/2024 9:30,57.70,5,100.00
1/3/2024 9:35,58.70,5,100.00
1/3/2024 9:40,59.20,5,100.00
1/3/2024 9:45,58.70,5,100.00
1/3/2024 9:50,59.10,5,100.00
1/3/2024 9:55,59.30,5,100.00
1/3/2024 10:00,60.30,5,100.00
1/3/2024 10:05,60.70,5,100.00
1/3/2024 10:10,60.40,5,100.00
1/3/2024 10:15,61.80,5,100.00
1/3/2024 10:20,61.60,5,100.00
1/3/2024 10:25,62.80,5,100.00
1/3/2024 10:30,63.30,5,100.00
1/3/2024 10:35,62.00,5,100.00
1/3/2024 10:40,60.60,5,100.00
1/3/2024 10:45,62.50,5,100.00
1/3/2024 10:50,63.60,5,100.00
1/3/2024 10:55,64.00,5,100.00
1/3/2024 11:00,64.20,5,100.00
1/3/2024 11:05,64.70,5,100.00
1/3/2024 11:10,64.60,5,100.00
1/3/2024 11:15,64.40,5,100.00
1/3/2024 11:20,64.80,5,100.00
1/3/2024 11:25,64.10,5,100.00
1/3/2024 11:30,64.40,5,100.00
1/3/2024 11:35,63.80,5,100.00
1/3/2024 11:40,65.20,5,100.00
1/3/2024 11:45,65.90,5,100.00
1/3/2024 11:50,65.80,5,100.00
1/3/2024 11:55,66.10,5,100.00
1/3/2024 12:00,67.50,5,100.00
1/3/2024 12:05,67.80,5,100.00
1/3/2024 12:10,66.80,5,100.00
1/3/2024 12:15,67.00,5,100.00
1/3/2024 12:20,66.70,5,100.00
1/3/2024 12:25,66.70,5,100.00
1/3/2024 12:30,66.80,5,100.00
1/3/2024 12:35,67.10,5,100.00
1/3/2024 12:40,66.70,5,100.00
1/3/2024 12:45,65.70,5,100.00
1/3/2024 12:50,66.40,5,100.00
1/3/2024 12:55,66.30,5,100.00
1/3/2024 13:00,66.70,5,100.00
1/3/2024 13:05,66.50,5,100.00
1/3/2024 13:10,66.10,5,100.00
1/3/2024 13:15,65.50,5,100.00
1/3/2024 13:20,65.10,5,100.00
1/3/2024 13:25,65.90,5,100.00
1/3/2024 13:30,66.20,5,100.00
1/3/2024 13:35,65.00,5,100.00
1/3/2024 13:40,65.50,5,100.00
1/3/2024 13:45,65.40,5,100.00
1/3/2024 13:50,65.90,5,100.00
1/3/2024 13:55,66.00,5,100.00
1/3/2024 14:00,66.30,5,100.00
1/3/2024 14:05,67.50,5,100.00
1/3/2024 14:10,67.40,5,100.00
1/3/2024 14:15,66.20,5,100.00
1/3/2024 14:20,65.80,5,100.00
1/3/2024 14:25,65.00,5,100.00
1/3/2024 14:30,66.70,5,100.00
1/3/2024 14:35,66.50,5,100.00
1/3/2024 14:40,65.60,5,100.00
1/3/2024 14:45,66.00,5,100.00
1/3/2024 14:50,66.60,5,100.00
1/3/2024 14:55,66.40,5,100.00
1/3/2024 15:00,66.60,5,100.00
1/3/2024 15:05,66.80,5,100.00
1/3/2024 15:10,66.70,5,100.00
1/3/2024 15:15,65.80,5,100.00
1/3/2024 15:20,65.50,5,100.00
1/3/2024 15:25,65.30,5,100.00
1/3/2024 15:30,64.80,5,100.00
1/3/2024 15:35,59.10,5,100.00
1/3/2024 15:40,56.60,5,100.00
1/3/2024 15:45,61.00,5,100.00
1/3/2024 15:50,63.00,5,100.00
1/3/2024 15:55,65.30,5,100.00
1/3/2024 16:00,66.10,5,100.00
1/3/2024 16:05,66.60,5,100.00
1/3/2024 16:10,66.30,5,100.00
1/3/2024 16:15,60.10,5,100.00
1/3/2024 16:20,50.30,5,100.00
1/3/2024 16:25,36.20,5,100.00
1/3/2024 16:30,33.50,5,100.00
1/3/2024 16:35,33.70,5,100.00
1/3/2024 16:40,34.40,5,100.00
1/3/2024 16:45,34.90,5,100.00
1/3/2024 16:50,33.90,5,100.00
1/3/2024 16:55,30.20,5,100.00
1/3/2024 17:00,31.30,5,100.00
1/3/2024 17:05,32.40,5,100.00
1/3/2024 17:10,31.30,5,100.00
1/3/2024 17:15,31.60,5,100.00
1/3/2024 17:20,31.90,5,100.00
1/3/2024 17:25,31.00,5,100.00
1/3/2024 17:30,31.40,5,100.00
1/3/2024 17:35,31.50,5,100.00
1/3/2024 17:40,32.00,5,100.00
1/3/2024 17:45,33.00,5,100.00
1/3/2024 17:50,33.80,5,100.00
1/3/2024 17:55,34.30,5,100.00
1/3/2024 18:00,35.10,5,100.00
1/3/2024 18:05,37.50,5,100.00
1/3/2024 18:10,45.30,5,100.00
1/3/2024 18:15,53.10,5,100.00
1/3/2024 18:20,57.70,5,100.00
1/3/2024 18:25,60.40,5,100.00
1/3/2024 18:30,61.00,5,100.00
1/3/2024 18:35,63.20,5,100.00
1/3/2024 18:40,64.60,5,100.00
1/3/2024 18:45,65.00,5,100.00
1/3/2024 18:50,64.80,5,100.00
1/3/2024 18:55,66.10,5,100.00
1/3/2024 19:00,66.60,5,100.00
1/3/2024 19:05,66.90,5,100.00
1/3/2024 19:10,67.80,5,100.00
1/3/2024 19:15,68.10,5,100.00
1/3/2024 19:20,68.30,5,100.00
1/3/2024 19:25,68.30,5,100.00
1/3/2024 19:30,69.00,5,100.00
1/3/2024 19:35,68.80,5,100.00
1/3/2024 19:40,68.90,5,100.00
1/3/2024 19:45,68.50,5,100.00
1/3/2024 19:50,68.80,5,100.00
1/3/2024 19:55,67.40,5,100.00
1/3/2024 20:00,68.00,5,100.00
1/3/2024 20:05,67.80,5,100.00
1/3/2024 20:10,68.60,5,100.00
1/3/2024 20:15,69.30,5,100.00
1/3/2024 20:20,69.60,5,100.00
1/3/2024 20:25,69.30,5,100.00
1/3/2024 20:30,69.20,5,100.00
1/3/2024 20:35,69.70,5,100.00
1/3/2024 20:40,69.30,5,100.00
1/3/2024 20:45,69.40,5,100.00
1/3/2024 20:50,70.20,5,100.00
1/3/2024 20:55,69.90,5,100.00
1/3/2024 21:00,69.80,5,100.00
1/3/2024 21:05,71.00,5,100.00
1/3/2024 21:10,70.50,5,100.00
1/3/2024 21:15,70.40,5,100.00
1/3/2024 21:20,70.30,5,100.00
1/3/2024 21:25,69.60,5,100.00
1/3/2024 21:30,70.90,5,100.00
1/3/2024 21:35,70.20,5,100.00
1/3/2024 21:40,70.70,5,100.00
1/3/2024 21:45,71.40,5,100.00
1/3/2024 21:50,72.50,5,100.00
1/3/2024 21:55,72.30,5,100.00
1/3/2024 22:00,71.80,5,100.00
1/3/2024 22:05,71.90,5,100.00
1/3/2024 22:10,72.00,5,100.00
1/3/2024 22:15,71.90,5,100.00
1/3/2024 22:20,71.70,5,100.00
1/3/2024 22:25,72.10,5,100.00
1/3/2024 22:30,72.00,5,100.00
1/3/2024 22:35,72.10,5,100.00
1/3/2024 22:40,72.90,5,100.00
1/3/2024 22:45,72.70,5,100.00
1/3/2024 22:50,72.20,5,100.00
1/3/2024 22:55,72.80,5,100.00
1/3/2024 23:00,72.60,5,100.00
1/3/2024 23:05,72.70,5,100.00
1/3/2024 23:10,72.80,5,100.00
1/3/2024 23:15,72.80,5,100.00
1/3/2024 23:20,71.80,5,100.00
1/3/2024 23:25,73.10,5,100.00
1/3/2024 23:30,72.50,5,100.00
1/3/2024 23:35,72.30,5,100.00
1/3/2024 23:40,71.80,5,100.00
1/3/2024 23:45,72.00,5,100.00
1/3/2024 23:50,72.70,5,100.00
1/3/2024 23:55,72.50,5,100.00
1/4/2024 0:00,72.10,5,100.00
1/4/2024 0:05,72.70,5,100.00
1/4/2024 0:10,72.80,5,100.00
1/4/2024 0:15,72.50,5,100.00
1/4/2024 0:20,72.50,5,100.00
1/4/2024 0:25,72.80,5,100.00
1/4/2024 0:30,72.20,5,100.00
1/4/2024 0:35,72.20,5,100.00
1/4/2024 0:40,73.10,5,100.00
1/4/2024 0:45,72.30,5,100.00
1/4/2024 0:50,72.20,5,100.00
1/4/2024 0:55,72.70,5,100.00
1/4/2024 1:00,71.90,5,100.00
1/4/2024 1:05,73.30,5,100.00
1/4/2024 1:10,72.40,5,100.00
1/4/2024 1:15,72.10,5,100.00
1/4/2024 1:20,71.80,5,100.00
1/4/2024 1:25,72.20,5,100.00
1/4/2024 1:30,72.40,5,100.00
1/4/2024 1:35,73.20,5,100.00
1/4/2024 1:40,72.50,5,100.00
1/4/2024 1:45,72.70,5,100.00
1/4/2024 1:50,72.60,5,100.00
1/4/2024 1:55,73.20,5,100.00
1/4/2024 2:00,72.70,5,100.00
1/4/2024 2:05,72.50,5,100.00
1/4/2024 2:10,72.70,5,100.00
1/4/2024 2:15,71.40,5,100.00
1/4/2024 2:20,71.60,5,100.00
1/4/2024 2:25,72.60,5,100.00
1/4/2024 2:30,72.50,5,100.00
1/4/2024 2:35,72.60,5,100.00
1/4/2024 2:40,72.50,5,100.00
1/4/2024 2:45,72.90,5,100.00
1/4/2024 2:50,73.10,5,100.00
1/4/2024 2:55,72.80,5,100.00
1/4/2024 3:00,72.40,5,100.00
1/4/2024 3:05,72.60,5,100.00
1/4/2024 3:10,72.60,5,100.00
1/4/2024 3:15,73.00,5,100.00
1/4/2024 3:20,73.00,5,100.00
1/4/2024 3:25,72.60,5,100.00
1/4/2024 3:30,73.00,5,100.00
1/4/2024 3:35,72.20,5,100.00
1/4/2024 3:40,72.10,5,100.00
1/4/2024 3:45,72.20,5,100.00
1/4/2024 3:50,71.60,5,100.00
1/4/2024 3:55,72.00,5,100.00
1/4/2024 4:00,72.20,5,100.00
1/4/2024 4:05,72.20,5,100.00
1/4/2024 4:10,72.10,5,100.00
1/4/2024 4:15,72.30,5,100.00
1/4/2024 4:20,72.80,5,100.00
1/4/2024 4:25,72.80,5,100.00
1/4/2024 4:30,72.90,5,100.00
1/4/2024 4:35,72.70,5,100.00
1/4/2024 4:40,72.90,5,100.00
1/4/2024 4:45,72.70,5,100.00
1/4/2024 4:50,72.90,5,100.00
1/4/2024 4:55,72.80,5,100.00
1/4/2024 5:00,73.60,5,100.00
1/4/2024 5:05,73.70,5,100.00
1/4/2024 5:10,73.20,5,100.00
1/4/2024 5:15,73.80,5,100.00
1/4/2024 5:20,73.30,5,100.00
1/4/2024 5:25,73.10,5,100.00
1/4/2024 5:30,72.70,5,100.00
1/4/2024 5:35,72.70,5,100.00
1/4/2024 5:40,72.50,5,100.00
1/4/2024 5:45,72.50,5,100.00
1/4/2024 5:50,72.20,5,100.00
1/4/2024 5:55,72.20,5,100.00
1/4/2024 6:00,72.60,5,100.00
1/4/2024 6:05,73.30,5,100.00
1/4/2024 6:10,72.90,5,100.00
1/4/2024 6:15,72.00,5,100.00
1/4/2024 6:20,71.40,5,100.00
1/4/2024 6:25,70.50,5,100.00
1/4/2024 6:30,70.10,5,100.00
1/4/2024 6:35,69.90,5,100.00
1/4/2024 6:40,69.70,5,100.00
1/4/2024 6:45,70.40,5,100.00
1/4/2024 6:50,70.20,5,100.00
1/4/2024 6:55,70.60,5,100.00
1/4/2024 7:00,70.10,5,100.00
1/4/2024 7:05,69.70,5,100.00
1/4/2024 7:10,69.60,5,100.00
1/4/2024 7:15,68.50,5,100.00
1/4/2024 7:20,68.50,5,100.00
1/4/2024 7:25,68.40,5,100.00
1/4/2024 7:30,68.00,5,100.00
1/4/2024 7:35,68.00,5,100.00
1/4/2024 7:40,68.00,5,100.00
1/4/2024 7:45,67.90,5,100.00
1/4/2024 7:50,68.50,5,100.00
1/4/2024 7:55,67.90,5,100.00
1/4/2024 8:00,68.00,5,100.00
1/4/2024 8:05,68.20,5,100.00
1/4/2024 8:10,68.10,5,100.00
1/4/2024 8:15,67.50,5,100.00
1/4/2024 8:20,67.20,5,100.00
1/4/2024 8:25,66.90,5,100.00
1/4/2024 8:30,66.90,5,100.00
1/4/2024 8:35,66.50,5,100.00
1/4/2024 8:40,66.90,5,100.00
1/4/2024 8:45,67.10,5,100.00
1/4/2024 8:50,67.20,5,100.00
1/4/2024 8:55,67.30,5,100.00
1/4/2024 9:00,67.90,5,100.00
1/4/2024 9:05,66.80,5,100.00
1/4/2024 9:10,67.60,5,100.00
1/4/2024 9:15,67.00,5,100.00
1/4/2024 9:20,66.10,5,100.00
1/4/2024 9:25,67.70,5,100.00
1/4/2024 9:30,67.80,5,100.00
1/4/2024 9:35,68.20,5,100.00
1/4/2024 9:40,67.90,5,100.00
1/4/2024 9:45,67.90,5,100.00
1/4/2024 9:50,68.20,5,100.00
1/4/2024 9:55,68.20,5,100.00
1/4/2024 10:00,68.60,5,100.00
1/4/2024 10:05,68.00,5,100.00
1/4/2024 10:10,68.30,5,100.00
1/4/2024 10:15,68.00,5,100.00
1/4/2024 10:20,68.10,5,100.00
1/4/2024 10:25,67.90,5,100.00
1/4/2024 10:30,68.30,5,100.00
1/4/2024 10:35,68.10,5,100.00
1/4/2024 10:40,67.60,5,100.00
1/4/2024 10:45,67.30,5,100.00
1/4/2024 10:50,66.90,5,100.00
1/4/2024 10:55,67.30,5,100.00
1/4/2024 11:00,67.10,5,100.00
1/4/2024 11:05,67.20,5,100.00
1/4/2024 11:10,66.90,5,100.00
1/4/2024 11:15,66.10,5,100.00
1/4/2024 11:20,65.90,5,100.00
1/4/2024 11:25,66.10,5,100.00
1/4/2024 11:30,65.50,5,100.00
1/4/2024 11:35,66.30,5,100.00
1/4/2024 11:40,66.50,5,100.00
1/4/2024 11:45,66.50,5,100.00
1/4/2024 11:50,66.80,5,100.00
1/4/2024 11:55,66.80,5,100.00
1/4/2024 12:00,67.30,5,100.00
1/4/2024 12:05,67.70,5,100.00
1/4/2024 12:10,67.90,5,100.00
1/4/2024 12:15,67.40,5,100.00
1/4/2024 12:20,66.40,5,100.00
1/4/2024 12:25,65.70,5,100.00
1/4/2024 12:30,66.00,5,100.00
1/4/2024 12:35,65.90,5,100.00
1/4/2024 12:40,65.10,5,100.00
1/4/2024 12:45,64.90,5,100.00
1/4/2024 12:50,65.60,5,100.00
1/4/2024 12:55,65.60,5,100.00
1/4/2024 13:00,66.30,5,100.00
1/4/2024 13:05,65.80,5,100.00
1/4/2024 13:10,66.30,5,100.00
1/4/2024 13:15,66.90,5,100.00
1/4/2024 13:20,67.90,5,100.00
1/4/2024 13:25,66.40,5,100.00
1/4/2024 13:30,65.30,5,100.00
1/4/2024 13:35,66.20,5,100.00
1/4/2024 13:40,66.20,5,100.00
1/4/2024 13:45,65.60,5,100.00
1/4/2024 13:50,66.20,5,100.00
1/4/2024 13:55,66.20,5,100.00
1/4/2024 14:00,66.50,5,100.00
1/4/2024 14:05,65.80,5,100.00
1/4/2024 14:10,65.50,5,100.00
1/4/2024 14:15,65.80,5,100.00
1/4/2024 14:20,65.90,5,100.00
1/4/2024 14:25,66.10,5,100.00
1/4/2024 14:30,65.80,5,100.00
1/4/2024 14:35,65.60,5,100.00
1/4/2024 14:40,64.40,5,100.00
1/4/2024 14:45,62.40,5,100.00
1/4/2024 14:50,53.70,5,100.00
1/4/2024 14:55,47.70,5,100.00
1/4/2024 15:00,48.50,5,100.00
1/4/2024 15:05,48.40,5,100.00
1/4/2024 15:10,45.20,5,100.00
1/4/2024 15:15,37.70,5,100.00
1/4/2024 15:20,32.00,5,100.00
1/4/2024 15:25,35.90,5,100.00
1/4/2024 15:30,34.50,5,100.00
1/4/2024 15:35,33.00,5,100.00
1/4/2024 15:40,27.60,5,100.00
1/4/2024 15:45,27.30,5,100.00
1/4/2024 15:50,27.50,5,100.00
1/4/2024 15:55,28.70,5,100.00
1/4/2024 16:00,28.40,5,100.00
1/4/2024 16:05,26.40,5,100.00
1/4/2024 16:10,25.10,5,100.00
1/4/2024 16:15,25.60,5,100.00
1/4/2024 16:20,23.50,5,100.00
1/4/2024 16:25,23.90,5,100.00
1/4/2024 16:30,22.70,5,100.00
1/4/2024 16:35,24.20,5,100.00
1/4/2024 16:40,24.20,5,100.00
1/4/2024 16:45,29.00,5,100.00
1/4/2024 16:50,30.10,5,100.00
1/4/2024 16:55,26.60,5,100.00
1/4/2024 17:00,26.00,5,100.00
1/4/2024 17:05,23.50,5,100.00
1/4/2024 17:10,24.30,5,100.00
1/4/2024 17:15,23.80,5,100.00
1/4/2024 17:20,22.60,5,100.00
1/4/2024 17:25,22.40,5,100.00
1/4/2024 17:30,22.60,5,100.00
1/4/2024 17:35,24.30,5,100.00
1/4/2024 17:40,27.80,5,100.00
1/4/2024 17:45,27.20,5,100.00
1/4/2024 17:50,27.60,5,100.00
1/4/2024 17:55,26.00,5,100.00
1/4/2024 18:00,27.10,5,100.00
1/4/2024 18:05,30.20,5,100.00
1/4/2024 18:10,31.30,5,100.00
1/4/2024 18:15,31.70,5,100.00
1/4/2024 18:20,41.60,5,100.00
1/4/2024 18:25,53.90,5,100.00
1/4/2024 18:30,61.10,5,100.00
1/4/2024 18:35,64.20,5,100.00
1/4/2024 18:40,66.60,5,100.00
1/4/2024 18:45,67.80,5,100.00
1/4/2024 18:50,67.80,5,100.00
1/4/2024 18:55,68.10,5,100.00
1/4/2024 19:00,69.10,5,100.00
1/4/2024 19:05,68.60,5,100.00
1/4/2024 19:10,68.60,5,100.00
1/4/2024 19:15,68.80,5,100.00
1/4/2024 19:20,69.00,5,100.00
1/4/2024 19:25,69.50,5,100.00
1/4/2024 19:30,69.70,5,100.00
1/4/2024 19:35,69.90,5,100.00
1/4/2024 19:40,69.90,5,100.00
1/4/2024 19:45,70.10,5,100.00
1/4/2024 19:50,70.10,5,100.00
1/4/2024 19:55,70.40,5,100.00
1/4/2024 20:00,70.50,5,100.00
1/4/2024 20:05,70.70,5,100.00
1/4/2024 20:10,70.90,5,100.00
1/4/2024 20:15,71.20,5,100.00
1/4/2024 20:20,71.20,5,100.00
1/4/2024 20:25,70.60,5,100.00
1/4/2024 20:30,70.50,5,100.00
1/4/2024 20:35,70.90,5,100.00
1/4/2024 20:40,71.10,5,100.00
1/4/2024 20:45,71.30,5,100.00
1/4/2024 20:50,71.00,5,100.00
1/4/2024 20:55,70.40,5,100.00
1/4/2024 21:00,71.90,5,100.00
1/4/2024 21:05,71.70,5,100.00
1/4/2024 21:10,72.10,5,100.00
1/4/2024 21:15,72.40,5,100.00
1/4/2024 21:20,72.00,5,100.00
1/4/2024 21:25,72.40,5,100.00
1/4/2024 21:30,73.20,5,100.00
1/4/2024 21:35,73.20,5,100.00
1/4/2024 21:40,73.20,5,100.00
1/4/2024 21:45,72.50,5,100.00
1/4/2024 21:50,73.10,5,100.00
1/4/2024 21:55,73.90,5,100.00
1/4/2024 22:00,73.20,5,100.00
1/4/2024 22:05,72.60,5,100.00
1/4/2024 22:10,72.40,5,100.00
1/4/2024 22:15,72.50,5,100.00
1/4/2024 22:20,72.10,5,100.00
1/4/2024 22:25,72.90,5,100.00
1/4/2024 22:30,72.80,5,100.00
1/4/2024 22:35,72.20,5,100.00
1/4/2024 22:40,73.30,5,100.00
1/4/2024 22:45,73.00,5,100.00
1/4/2024 22:50,72.30,5,100.00
1/4/2024 22:55,72.60,5,100.00
1/4/2024 23:00,72.70,5,100.00
1/4/2024 23:05,72.50,5,100.00
1/4/2024 23:10,72.50,5,100.00
1/4/2024 23:15,71.60,5,100.00
1/4/2024 23:20,72.40,5,100.00
1/4/2024 23:25,72.50,5,100.00
1/4/2024 23:30,72.40,5,100.00
1/4/2024 23:35,72.20,5,100.00
1/4/2024 23:40,72.80,5,100.00
1/4/2024 23:45,72.60,5,100.00
1/4/2024 23:50,72.20,5,100.00
1/4/2024 23:55,72.70,5,100.00
1/5/2024 0:00,72.50,5,100.00
1/5/2024 0:05,72.90,5,100.00
1/5/2024 0:10,72.10,5,100.00
1/5/2024 0:15,72.80,5,100.00
1/5/2024 0:20,72.60,5,100.00
1/5/2024 0:25,72.30,5,100.00
1/5/2024 0:30,72.60,5,100.00
1/5/2024 0:35,72.50,5,100.00
1/5/2024 0:40,73.30,5,100.00
1/5/2024 0:45,72.40,5,100.00
1/5/2024 0:50,72.70,5,100.00
1/5/2024 0:55,72.40,5,100.00
1/5/2024 1:00,72.10,5,100.00
1/5/2024 1:05,72.80,5,100.00
1/5/2024 1:10,72.30,5,100.00
1/5/2024 1:15,72.30,5,100.00
1/5/2024 1:20,72.70,5,100.00
1/5/2024 1:25,72.40,5,100.00
1/5/2024 1:30,72.80,5,100.00
1/5/2024 1:35,72.30,5,100.00
1/5/2024 1:40,73.40,5,100.00
1/5/2024 1:45,72.80,5,100.00
1/5/2024 1:50,72.70,5,100.00
1/5/2024 1:55,72.50,5,100.00
1/5/2024 2:00,72.00,5,100.00
1/5/2024 2:05,72.30,5,100.00
1/5/2024 2:10,72.30,5,100.00
1/5/2024 2:15,73.20,5,100.00
1/5/2024 2:20,72.10,5,100.00
1/5/2024 2:25,73.40,5,100.00
1/5/2024 2:30,73.40,5,100.00
1/5/2024 2:35,72.80,5,100.00
1/5/2024 2:40,71.70,5,100.00
1/5/2024 2:45,73.00,5,100.00
1/5/2024 2:50,72.70,5,100.00
1/5/2024 2:55,73.20,5,100.00
1/5/2024 3:00,72.90,5,100.00
1/5/2024 3:05,72.50,5,100.00
1/5/2024 3:10,72.40,5,100.00
1/5/2024 3:15,72.00,5,100.00
1/5/2024 3:20,72.70,5,100.00
1/5/2024 3:25,72.00,5,100.00
1/5/2024 3:30,72.60,5,100.00
1/5/2024 3:35,72.40,5,100.00
1/5/2024 3:40,72.30,5,100.00
1/5/2024 3:45,72.50,5,100.00
1/5/2024 3:50,72.00,5,100.00
1/5/2024 3:55,71.40,5,100.00
1/5/2024 4:00,72.30,5,100.00
1/5/2024 4:05,71.50,5,100.00
1/5/2024 4:10,72.50,5,100.00
1/5/2024 4:15,72.40,5,100.00
1/5/2024 4:20,72.50,5,100.00
1/5/2024 4:25,73.20,5,100.00
1/5/2024 4:30,73.60,5,100.00
1/5/2024 4:35,73.40,5,100.00
1/5/2024 4:40,73.10,5,100.00
1/5/2024 4:45,73.20,5,100.00
1/5/2024 4:50,73.60,5,100.00
1/5/2024 4:55,73.10,5,100.00
1/5/2024 5:00,73.20,5,100.00
1/5/2024 5:05,73.60,5,100.00
1/5/2024 5:10,72.80,5,100.00
1/5/2024 5:15,73.10,5,100.00
1/5/2024 5:20,73.20,5,100.00
1/5/2024 5:25,72.20,5,100.00
1/5/2024 5:30,72.70,5,100.00
1/5/2024 5:35,73.40,5,100.00
1/5/2024 5:40,73.00,5,100.00
1/5/2024 5:45,73.00,5,100.00
1/5/2024 5:50,72.00,5,100.00
1/5/2024 5:55,71.80,5,100.00
1/5/2024 6:00,72.30,5,100.00
1/5/2024 6:05,72.70,5,100.00
1/5/2024 6:10,72.70,5,100.00
1/5/2024 6:15,71.70,5,100.00
1/5/2024 6:20,71.40,5,100.00
1/5/2024 6:25,71.40,5,100.00
1/5/2024 6:30,70.60,5,100.00
1/5/2024 6:35,70.40,5,100.00
1/5/2024 6:40,70.10,5,100.00
1/5/2024 6:45,70.50,5,100.00
1/5/2024 6:50,70.80,5,100.00
1/5/2024 6:55,70.60,5,100.00
1/5/2024 7:00,70.90,5,100.00
1/5/2024 7:05,71.10,5,100.00
1/5/2024 7:10,70.60,5,100.00
1/5/2024 7:15,70.90,5,100.00
1/5/2024 7:20,70.00,5,100.00
1/5/2024 7:25,70.60,5,100.00
1/5/2024 7:30,70.50,5,100.00
1/5/2024 7:35,70.20,5,100.00
1/5/2024 7:40,70.50,5,100.00
1/5/2024 7:45,69.30,5,100.00
1/5/2024 7:50,69.10,5,100.00
1/5/2024 7:55,69.20,5,100.00
1/5/2024 8:00,69.10,5,100.00
1/5/2024 8:05,69.00,5,100.00
1/5/2024 8:10,68.60,5,100.00
1/5/2024 8:15,68.60,5,100.00
1/5/2024 8:20,68.00,5,100.00
1/5/2024 8:25,70.10,5,0.00
1/5/2024 8:30,69.90,5,0.00
1/5/2024 8:35,69.40,5,0.00
1/5/2024 8:40,68.40,5,0.00
1/5/2024 8:45,68.70,5,0.00
1/5/2024 8:50,68.30,5,0.00
1/5/2024 8:55,68.90,5,0.00
1/5/2024 9:00,69.60,5,0.00
1/5/2024 9:05,69.10,5,0.00
1/5/2024 9:10,68.80,5,0.00
1/5/2024 9:15,68.50,5,0.00
1/5/2024 9:20,67.80,5,0.00
1/5/2024 9:25,68.10,5,0.00
1/5/2024 9:30,68.30,5,0.00
1/5/2024 9:35,67.50,5,0.00
1/5/2024 9:40,67.40,5,0.00
1/5/2024 9:45,67.50,5,0.00
1/5/2024 9:50,66.70,5,0.00
1/5/2024 9:55,66.20,5,0.00
1/5/2024 10:00,66.70,5,0.00
1/5/2024 10:05,66.20,5,0.00
1/5/2024 10:10,66.40,5,0.00
1/5/2024 10:15,67.00,5,0.00
1/5/2024 10:20,66.40,5,0.00
1/5/2024 10:25,66.00,5,0.00
1/5/2024 10:30,65.50,5,0.00
1/5/2024 10:35,65.50,5,0.00
1/5/2024 10:40,65.10,5,100.00
1/5/2024 10:45,65.50,5,0.00
1/5/2024 10:50,65.60,5,0.00
1/5/2024 10:55,65.20,5,0.00
1/5/2024 11:00,65.30,5,0.00
1/5/2024 11:05,65.30,5,0.00
1/5/2024 11:10,65.40,5,0.00
1/5/2024 11:15,67.30,5,100.00
1/5/2024 11:20,67.20,5,100.00
1/5/2024 11:25,66.40,5,100.00
1/5/2024 11:30,67.10,5,100.00
1/5/2024 11:35,66.80,5,100.00
1/5/2024 11:40,66.90,5,100.00
1/5/2024 11:45,66.30,5,100.00
1/5/2024 11:50,66.40,5,100.00
1/5/2024 11:55,66.10,5,100.00
1/5/2024 12:00,66.70,5,100.00
1/5/2024 12:05,65.20,5,100.00
1/5/2024 12:10,63.20,5,100.00
1/5/2024 12:15,65.00,5,100.00
1/5/2024 12:20,65.50,5,0.00
1/5/2024 12:25,63.70,5,100.00
1/5/2024 12:30,66.20,5,0.00
1/5/2024 12:35,66.60,5,0.00
1/5/2024 12:40,66.10,5,0.00
1/5/2024 12:45,67.00,5,0.00
1/5/2024 12:50,67.10,5,0.00
1/5/2024 12:55,67.10,5,0.00
1/5/2024 13:00,66.80,5,0.00
1/5/2024 13:05,66.60,5,0.00
1/5/2024 13:10,65.80,5,0.00
1/5/2024 13:15,65.80,5,0.00
1/5/2024 13:20,66.00,5,0.00
1/5/2024 13:25,66.30,5,0.00
1/5/2024 13:30,66.90,5,0.00
1/5/2024 13:35,66.90,5,0.00
1/5/2024 13:40,66.10,5,0.00
1/5/2024 13:45,66.20,5,0.00
1/5/2024 13:50,66.20,5,0.00
1/5/2024 13:55,67.00,5,0.00
1/5/2024 14:00,66.20,5,0.00
1/5/2024 14:05,65.40,5,0.00
1/5/2024 14:10,65.50,5,0.00
1/5/2024 14:15,63.80,5,0.00
1/5/2024 14:20,59.90,5,0.00
1/5/2024 14:25,50.90,5,0.00
1/5/2024 14:30,45.20,5,0.00
1/5/2024 14:35,42.70,5,0.00
1/5/2024 14:40,45.30,5,0.00
